Year,AI,Energy,Biotech,Space,VOO
2020,1.8569409783805968,0.2535530108879065,0.5428426278119669,0.2137783910238955,0.1728553165829525
2021,0.23376437199159716,0.7257709429684689,0.5728063934329892,-0.021517010871793807,0.28794477472476565
2022,-0.5279659186523646,0.5784537442712281,0.3360988547528294,-0.5235405209267572,-0.1817404667616972
2023,1.4181518448126575,0.4736738954326021,0.14482774926800657,0.5056899024852339,0.2632389072558692
2024,2.1547816324640117,0.4914806543759196,0.4915443759230058,4.052318962012135,0.24976033286517385
2025,1.9204506501567247,0.452222525540694,0.44844208573830624,2.3275472670677053,0.17823330965212603
2026 YTD,1.1034740990538632,0.07060635730784237,0.1135291593199883,0.12120232513173468,0.1391029416444538
